"","daytemp","Family","RGR","Population"
"55",10,"265",0.0771799628942484,"I2"
"56",10,"266",0.195338297920794,"I2"
"57",10,"267",0.140964656539308,"I2"
"58",10,"269",0.0818983485650154,"I3"
"59",10,"270",0.146820728291317,"I3"
"60",10,"271",0.142154675129337,"I3"
"61",10,"273",0.043040293040293,"I3"
"62",10,"274",0.0606962481962481,"I4"
"63",10,"275",0.0806686603788052,"I4"
"64",10,"277",0.071927684117125,"I4"
"65",10,"278",0.0170454545454546,"I4"
"66",10,"279",0.0794738929935044,"I5"
"67",10,"280",0.0640409162440985,"I5"
"68",10,"283",0.147142857142857,"I5"
"69",10,"284",0.0483459568916841,"I6"
"70",10,"285",0.120046082949309,"I6"
"71",10,"286",0.0691718995290424,"I6"
"72",10,"288",0.0396223494815044,"I6"
"73",10,"289",0.0799156153280315,"I7"
"74",10,"290",0.0363062352012628,"I7"
"75",10,"291",0.0322443765113839,"I7"
"76",10,"292",0.0472669276497028,"I7"
"77",10,"294",0.160992201758752,"I8"
"78",10,"295",0.0819801885843466,"I8"
"79",10,"296",0.0732675183894696,"I8"
"80",10,"298",0.104215456674473,"I9"
"81",10,"300",0.257108680792891,"I9"
"82",10,"301",0.0696115642412986,"I9"
"83",10,"302",0.0301886561986601,"I10"
"84",10,"305",0.0514959723820484,"I10"
"85",10,"306",0.0819227005870842,"I10"
"86",10,"308",0.0578061733167844,"I11"
"87",10,"309",0.097627250728026,"I11"
"88",10,"310",0.0760810071154899,"I11"
"89",10,"311",0.063884463947582,"I11"
"90",10,"312",0.0411622276029055,"I12"
"91",10,"313",0.114795918367347,"I12"
"92",10,"314",0.112042221549637,"I12"
"93",10,"326",0.0446100770405249,"I16"
"94",20,"35",0.296198808261375,"N8"
"95",20,"36",0.315856440856441,"N8"
"96",20,"50",0.370620135341162,"N9"
"97",20,"52",0.292844134011128,"N9"
"98",20,"54",0.448507632718159,"N9"
"99",20,"65",0.888121270375263,"N10"
"100",20,"66",0.744214608920492,"N10"
"101",20,"67",0.638748843294298,"N10"
"102",20,"81",0.904189270644969,"N12"
"103",20,"82",0.585291353383459,"N12"
"104",20,"84",1.20408163265306,"N12"
"105",20,"137",0.119853953758063,"N16"
"106",20,"139",0.34453781512605,"N16"
"107",20,"140",0.247383004926109,"N16"
"108",20,"147",0.936974789915966,"N18"
"109",20,"148",0.17291719907999,"N18"
"110",20,"153",0.487087912087912,"N19"
"111",20,"154",0.324116743471582,"N19"
"112",20,"156",0.48212359377408,"N20"
"113",20,"158",0.289830508474576,"N20"
"114",20,"159",0.589573882650405,"N20"
"115",20,"161",0.478996809641971,"N21"
"116",20,"164",1.22250993420624,"N21"
"117",20,"165",0.501972000602138,"N21"
"118",20,"168",0.366246498599439,"N22"
"119",20,"169",0.413151927437642,"N22"
"120",20,"170",0.234022743425728,"N22"
"121",20,"182",0.16468253968254,"N23"
"122",20,"183",0.341124822021832,"N23"
"123",20,"184",0.431736330895995,"N23"
"124",20,"191",0.305505952380952,"N24"
"125",20,"192",0.303255512731408,"N24"
"126",20,"193",0.163690476190476,"N24"
"127",20,"202",0.773026468809601,"N26"
"128",20,"205",0.436920222634508,"N26"
"129",20,"206",0.215213358070501,"N26"
"130",20,"212",0.295290898617512,"N27"
"131",20,"216",0.968838763575604,"N27"
"132",20,"221",0.518462127934178,"N27"
"133",20,"235",0.526205936920223,"N29"
"134",20,"236",0.629908103592315,"N29"
"135",20,"237",0.675646551724138,"N29"
"136",20,"245",0.139760944700461,"N30"
"137",20,"247",0.27863924344611,"N30"
"138",20,"249",0.252446183953033,"N30"
"139",20,"251",0.993386243386243,"N31"
"140",20,"252",0.263966318234611,"N31"
"141",20,"253",0.38717751251444,"N31"
"142",20,"256",0.318419675562532,"N32"
"143",20,"258",0.515890613451589,"N32"
"144",20,"259",0.357598541809068,"N32"
"145",20,"260",0.394440200322553,"I1"
"146",20,"263",0.595734126984127,"I1"
"147",20,"264",0.485831396277304,"I1"
"148",20,"265",0.194559523809524,"I2"
"149",20,"266",0.272189349112426,"I2"
"150",20,"267",0.454212454212454,"I2"
"151",20,"269",0.127712137486574,"I3"
"152",20,"270",0.566157372039725,"I3"
"153",20,"271",0.270415057915058,"I3"
"154",20,"273",0.351050420168068,"I3"
"155",20,"274",0.560743772982724,"I4"
"156",20,"275",0.580696046534556,"I4"
"157",20,"277",0.518796992481203,"I4"
"158",20,"278",0.822197171551547,"I4"
"159",20,"279",0.476833976833977,"I5"
"160",20,"280",0.701159368954525,"I5"
"161",20,"283",0.601890756302521,"I5"
"162",20,"284",0.444836918591126,"I6"
"163",20,"285",1.12110338640951,"I6"
"164",20,"286",0.390982321072141,"I6"
"165",20,"288",0.222093173312686,"I6"
"166",20,"289",0.706629436137633,"I7"
"167",20,"290",0.274385726632917,"I7"
"168",20,"291",0.711146698230896,"I7"
"169",20,"292",0.304506023561778,"I7"
"170",20,"294",0.324384677435221,"I8"
"171",20,"295",0.285030571780196,"I8"
"172",20,"296",0.257142857142857,"I8"
"173",20,"298",0.392176870748299,"I9"
"174",20,"300",0.220779220779221,"I9"
"175",20,"301",0.502998652291105,"I9"
"176",20,"302",0.524158929819307,"I10"
"177",20,"305",0.5918820861678,"I10"
"178",20,"306",0.273248303420717,"I10"
"179",20,"308",0.264935064935065,"I11"
"180",20,"309",0.657746324336186,"I11"
"181",20,"310",0.517715419501134,"I11"
"182",20,"311",0.417386463324111,"I11"
"183",20,"312",0.831303831303832,"I12"
"184",20,"313",0.537950310559006,"I12"
"185",20,"314",0.264021164021164,"I12"
"186",20,"326",0.71,"I16"
"187",25,"35",0.674131274131274,"N8"
"188",25,"36",0.59215291750503,"N8"
"189",25,"50",0.87172619047619,"N9"
"190",25,"52",0.448191681735985,"N9"
"191",25,"54",0.389285714285715,"N9"
"192",25,"65",1.63815789473684,"N10"
"193",25,"66",1.48322024573629,"N10"
"194",25,"67",0.855315041485252,"N10"
"195",25,"81",0.529730740463725,"N12"
"196",25,"82",0.857142857142857,"N12"
"197",25,"84",0.383612453636057,"N12"
"198",25,"137",1.38214285714286,"N16"
"199",25,"139",0.879237288135595,"N16"
"200",25,"140",0.34752900047672,"N16"
"201",25,"147",0.992196878751499,"N18"
"202",25,"148",0.668367346938774,"N18"
"203",25,"153",1.41991341991342,"N19"
"204",25,"154",2.16666666666667,"N19"
"205",25,"156",0.343571428571428,"N20"
"206",25,"158",0.725806451612903,"N20"
"207",25,"159",1.06776061776062,"N20"
"208",25,"161",0.497335997335998,"N21"
"209",25,"164",0.388030888030888,"N21"
"210",25,"165",1.24228262733665,"N21"
"211",25,"168",1.29411764705882,"N22"
"212",25,"169",0.854166666666666,"N22"
"213",25,"170",0.64076916118917,"N22"
"214",25,"182",0.415742404124034,"N23"
"215",25,"183",0.650297619047619,"N23"
"216",25,"184",0.576354679802956,"N23"
"217",25,"191",0.436293436293436,"N24"
"218",25,"192",0.848920348920351,"N24"
"219",25,"193",0.662337662337662,"N24"
"220",25,"202",1.45748299319728,"N26"
"221",25,"205",0.673805147058824,"N26"
"222",25,"206",0.559469941822883,"N26"
"223",25,"212",0.5551923034586,"N27"
"224",25,"216",0.6,"N27"
"225",25,"221",0.888095238095239,"N27"
"226",25,"235",0.216748768472906,"N29"
"227",25,"236",1.07568027210884,"N29"
"228",25,"237",0.720833333333333,"N29"
"229",25,"245",0.687459599224305,"N30"
"230",25,"247",0.41399416909621,"N30"
"231",25,"249",1.07608614650869,"N30"
"232",25,"251",1.3,"N31"
"233",25,"252",0.270050125313283,"N31"
"234",25,"253",1.30860805860806,"N31"
"235",25,"256",1.57936507936508,"N32"
"236",25,"258",0.968160871386679,"N32"
"237",25,"259",0.84388217146838,"N32"
"238",25,"260",0.483241758241758,"I1"
"239",25,"263",0.578943452380952,"I1"
"240",25,"264",0.828614982578397,"I1"
"241",25,"265",1.14434523809524,"I2"
"242",25,"266",1.11246200607903,"I2"
"243",25,"267",0.877519379844962,"I2"
"244",25,"269",0.949579831932773,"I3"
"245",25,"270",0.93633855981417,"I3"
"246",25,"271",0.782467532467533,"I3"
"247",25,"273",1.1491683991684,"I3"
"248",25,"274",0.766269841269841,"I4"
"249",25,"275",0.68825968825969,"I4"
"250",25,"277",1.51190476190476,"I4"
"251",25,"278",0.488893289170507,"I4"
"252",25,"279",2.17261904761905,"I5"
"253",25,"280",0.388129096791612,"I5"
"254",25,"283",0.73035714285714,"I5"
"255",25,"284",0.794220779220779,"I6"
"256",25,"285",1.33007518796993,"I6"
"257",25,"286",0.796152677938647,"I6"
"258",25,"288",1.88528138528139,"I6"
"259",25,"289",0.410227272727273,"I7"
"260",25,"290",0.529809536726667,"I7"
"261",25,"291",0.264744429882045,"I7"
"262",25,"292",0.436813186813187,"I7"
"263",25,"294",0.357819613633567,"I8"
"264",25,"295",0.152877986211319,"I8"
"265",25,"296",0.539047619047619,"I8"
"266",25,"298",0.765817124972054,"I9"
"267",25,"300",0.773809523809525,"I9"
"268",25,"301",1.29748822605965,"I9"
"269",25,"302",1.2993745885451,"I10"
"270",25,"305",0.743267651888342,"I10"
"271",25,"306",0.402333152468801,"I10"
"272",25,"308",1.34136212624585,"I11"
"273",25,"309",0.952409708428181,"I11"
"274",25,"310",2.74603174603175,"I11"
"275",25,"311",0.352012882447665,"I11"
"276",25,"312",1.12492927864215,"I12"
"277",25,"313",1.2046332046332,"I12"
"278",25,"314",0.789476306741741,"I12"
"279",25,"326",0.726240920096852,"I16"
"280",30,"35",0.126314082057474,"N8"
"281",30,"36",0.494924057606044,"N8"
"282",30,"50",0.720262334668789,"N9"
"283",30,"52",0.88996138996139,"N9"
"284",30,"54",0.451848765091192,"N9"
"285",30,"65",1.60648148148148,"N10"
"286",30,"66",1.31318374827818,"N10"
"287",30,"67",0.717468746907677,"N10"
"288",30,"81",0.610845092754082,"N12"
"289",30,"82",0.757884972170687,"N12"
"290",30,"84",0.0765714285714286,"N12"
"291",30,"137",0.877551020408163,"N16"
"292",30,"139",1.11473214285714,"N16"
"293",30,"140",0.814567206192823,"N16"
"294",30,"147",0.83493846976993,"N18"
"295",30,"148",1.44761904761905,"N18"
"296",30,"153",0.835238095238096,"N19"
"297",30,"154",1.31366459627329,"N19"
"298",30,"156",0.467824967824967,"N20"
"299",30,"158",0.684886630708621,"N20"
"300",30,"159",0.778932005494503,"N20"
"301",30,"161",0.555513784461153,"N21"
"302",30,"164",0.679138321995465,"N21"
"303",30,"165",0.813149896016638,"N21"
"304",30,"168",1.05653132333072,"N22"
"305",30,"169",0.550140056022409,"N22"
"306",30,"170",0.399087708066582,"N22"
"307",30,"182",0.416494845360824,"N23"
"308",30,"183",0.62601304945055,"N23"
"309",30,"184",0.725308641975311,"N23"
"310",30,"191",0.516262092705799,"N24"
"311",30,"192",0.657991628555926,"N24"
"312",30,"193",0.707597904026475,"N24"
"313",30,"202",0.461274278688373,"N26"
"314",30,"205",0.948339598997492,"N26"
"315",30,"206",1.38367082755432,"N26"
"316",30,"212",0.466360753087253,"N27"
"317",30,"216",0.764514896867839,"N27"
"318",30,"221",0.800674662668668,"N27"
"319",30,"235",1.14369824016563,"N29"
"320",30,"236",1.66005291005291,"N29"
"321",30,"237",1.66089466089466,"N29"
"322",30,"245",0.85116102978294,"N30"
"323",30,"247",0.608397683397684,"N30"
"324",30,"249",1.12685182621217,"N30"
"325",30,"251",0.319172580891331,"N31"
"326",30,"252",0.685824966400505,"N31"
"327",30,"253",0.347058823529412,"N31"
"328",30,"256",1.44954954954955,"N32"
"329",30,"258",0.205762987012987,"N32"
"330",30,"259",0.817201206684397,"N32"
"331",30,"260",1.08785714285714,"I1"
"332",30,"263",0.873709302604153,"I1"
"333",30,"264",1.02623337623338,"I1"
"334",30,"265",0.93973008558262,"I2"
"335",30,"266",0.208876971841368,"I2"
"336",30,"267",0.696600274725275,"I2"
"337",30,"269",1.99004941599281,"I3"
"338",30,"270",0.816917293233081,"I3"
"339",30,"271",0.755774938701768,"I3"
"340",30,"273",0.777875457875458,"I3"
"341",30,"274",0.392932172869148,"I4"
"342",30,"275",0.498685363716039,"I4"
"343",30,"277",1.13718781218781,"I4"
"344",30,"278",0.317287784679089,"I4"
"345",30,"279",0.340540641035175,"I5"
"346",30,"280",1.34834623504574,"I5"
"347",30,"283",1.00302478134111,"I5"
"348",30,"284",0.664036908304368,"I6"
"349",30,"285",0.973952040152431,"I6"
"350",30,"286",1.05563807801602,"I6"
"351",30,"288",0.603698979591837,"I6"
"352",30,"289",0.997034358047018,"I7"
"353",30,"290",0.854035845107273,"I7"
"354",30,"291",1.47577801884874,"I7"
"355",30,"292",0.374902774176821,"I7"
"356",30,"294",0.893820028011204,"I8"
"357",30,"295",0.630582137161084,"I8"
"358",30,"298",0.768537414965986,"I9"
"359",30,"300",0.505800439297976,"I9"
"360",30,"301",0.704318555008211,"I9"
"361",30,"302",0.588544074587764,"I10"
"362",30,"305",0.267337675734623,"I10"
"363",30,"306",0.561822073058028,"I10"
"364",30,"308",0.358438102746766,"I11"
"365",30,"309",0.420304695304695,"I11"
"366",30,"310",0.79709125029322,"I11"
"367",30,"311",0.510867604617604,"I11"
"368",30,"312",0.826897749391019,"I12"
"369",30,"313",0.675616050616053,"I12"
"370",30,"314",0.813827349121466,"I12"
"371",30,"326",0.66021213955536,"I16"
"372",40,"35",0.500240096038415,"N8"
"373",40,"36",0.988776332450788,"N8"
"374",40,"50",0.396350389247455,"N9"
"375",40,"52",0.410049157395181,"N9"
"376",40,"54",0.310148814727849,"N9"
"377",40,"65",0.690423913879735,"N10"
"378",40,"66",0.842672413793102,"N10"
"379",40,"67",0.472427268779853,"N10"
"380",40,"81",0.282360831656606,"N12"
"381",40,"82",0.0727272727272728,"N12"
"382",40,"84",0.545454545454546,"N12"
"383",40,"137",0.0680952380952381,"N16"
"384",40,"139",0.452172096908939,"N16"
"385",40,"140",0.431746031746032,"N16"
"386",40,"147",0.747041972848424,"N18"
"387",40,"148",0.551785714285714,"N18"
"388",40,"153",0.559718969555035,"N19"
"389",40,"154",0.412358781239301,"N19"
"390",40,"156",0.286497362553701,"N20"
"391",40,"158",0.489908051132541,"N20"
"392",40,"159",0.411111111111111,"N20"
"393",40,"161",0.202836637047164,"N21"
"394",40,"164",0.253141807687262,"N21"
"395",40,"165",0.631868131868132,"N21"
"396",40,"168",0.181600216245438,"N22"
"397",40,"169",0.424710424710424,"N22"
"398",40,"170",0.226286096768024,"N22"
"399",40,"182",0.710992434356922,"N23"
"400",40,"183",0.692583732057416,"N23"
"401",40,"184",0.148337157927184,"N23"
"402",40,"191",0.205236811705814,"N24"
"403",40,"192",0.313961930926216,"N24"
"404",40,"193",0.510642135642136,"N24"
"405",40,"202",0.537748560962847,"N26"
"406",40,"205",0.469202226345084,"N26"
"407",40,"206",0.364730507587651,"N26"
"408",40,"212",0.365221088435374,"N27"
"409",40,"216",0.904554504728719,"N27"
"410",40,"221",0.757414965986394,"N27"
"411",40,"235",0.953416149068323,"N29"
"412",40,"236",0.342466207262126,"N29"
"413",40,"237",0.425433739387228,"N29"
"414",40,"245",0.123182606375884,"N30"
"415",40,"247",0.490582010582011,"N30"
"416",40,"249",0.422582076308785,"N30"
"417",40,"251",0.414420159955874,"N31"
"418",40,"252",0.437483836314083,"N31"
"419",40,"253",0.803660417655435,"N31"
"420",40,"256",0.345864661654135,"N32"
"421",40,"258",0.430499036196188,"N32"
"422",40,"259",0.445526695526696,"N32"
"423",40,"260",0.344526570663948,"I1"
"424",40,"263",0.554192720859388,"I1"
"425",40,"264",0.83206205559147,"I1"
"426",40,"265",0.49341307277628,"I2"
"427",40,"266",0.106442577030812,"I2"
"428",40,"267",0.387436224489796,"I2"
"429",40,"269",0.825672325004769,"I3"
"430",40,"270",0.266280739297831,"I3"
"431",40,"271",0.288770092476443,"I3"
"432",40,"273",0.96984126984127,"I3"
"433",40,"274",1.38576238576239,"I4"
"434",40,"275",0.690035273368606,"I4"
"435",40,"277",2.03560066656567,"I4"
"436",40,"278",1.20615563298491,"I4"
"437",40,"279",0.504081632653061,"I5"
"438",40,"280",0.811352150868975,"I5"
"439",40,"283",0.571356566820276,"I5"
"440",40,"284",0.378869047619047,"I6"
"441",40,"285",0.350079864230808,"I6"
"442",40,"286",1.05418719211823,"I6"
"443",40,"288",0.566666666666667,"I6"
"444",40,"289",0.321701895043731,"I7"
"445",40,"290",0.923690016547158,"I7"
"446",40,"291",0.189123376623376,"I7"
"447",40,"292",0.353736726106993,"I7"
"448",40,"294",0.429398786541644,"I8"
"449",40,"295",0.328218165482317,"I8"
"450",40,"298",0.635491520551883,"I9"
"451",40,"300",1.08197134786118,"I9"
"452",40,"301",0.543712221730797,"I9"
"453",40,"302",0.544897959183673,"I10"
"454",40,"305",0.335164835164835,"I10"
"455",40,"306",0.387993920972645,"I10"
"456",40,"308",0.268314116985377,"I11"
"457",40,"309",0.945088245088245,"I11"
"458",40,"310",0.195436507936508,"I11"
"459",40,"311",0.340062111801242,"I11"
"460",40,"312",0.577572083879423,"I12"
"461",40,"313",0.614778325123155,"I12"
"462",40,"314",0.583145196387771,"I12"
"463",40,"326",0.707948717948718,"I16"
"464",45,"35",0.039795918367347,"N8"
"465",45,"36",0.175008356542078,"N8"
"466",45,"50",0.174663471842387,"N9"
"467",45,"52",0.251060237178984,"N9"
"468",45,"54",0.0150588899226292,"N9"
"469",45,"65",0.457116596638655,"N10"
"470",45,"66",0.131583640749815,"N10"
"471",45,"67",0.123203098013918,"N10"
"472",45,"81",0.0330665711100494,"N12"
"473",45,"82",0.0353606789250352,"N12"
"474",45,"84",0.00902312999465403,"N12"
"475",45,"137",0.00396825396825397,"N16"
"476",45,"139",0.0882910193255022,"N16"
"477",45,"140",0.000871080139372828,"N16"
"478",45,"147",0.0314208936001585,"N18"
"479",45,"148",0.0562478062478063,"N18"
"480",45,"153",0.0947981366459626,"N19"
"481",45,"154",0.0119047619047619,"N19"
"482",45,"156",0.0702790817092726,"N20"
"483",45,"158",0.0277275467148885,"N20"
"484",45,"159",0.0539657830753721,"N20"
"485",45,"161",0.00627778445272138,"N21"
"486",45,"164",0.00785714285714285,"N21"
"487",45,"165",0,"N21"
"488",45,"168",0.0446428571428572,"N22"
"489",45,"169",0.0102040816326531,"N22"
"490",45,"170",0,"N22"
"491",45,"182",0.0940303657694962,"N23"
"492",45,"183",0.00776397515527951,"N23"
"493",45,"184",0,"N23"
"494",45,"191",0.0154584221748401,"N24"
"495",45,"192",0.048469387755102,"N24"
"496",45,"193",0.0054945054945055,"N24"
"497",45,"202",0.0749302724737183,"N26"
"498",45,"205",0.0543154761904762,"N26"
"499",45,"206",0.0246753246753247,"N26"
"500",45,"212",0.0152301861210403,"N27"
"501",45,"216",0.0429426593016537,"N27"
"502",45,"221",0.044334975369458,"N27"
"503",45,"235",0.0337301587301587,"N29"
"504",45,"236",0.0265897212543554,"N29"
"505",45,"237",0.0119047619047619,"N29"
"506",45,"245",0.0478152799581371,"N30"
"507",45,"247",0.0617435406998622,"N30"
"508",45,"249",0.153824665028012,"N30"
"509",45,"251",0.182068564756794,"N31"
"510",45,"252",0.137299173694523,"N31"
"511",45,"253",0.125759637188209,"N31"
"512",45,"256",0.0594895777127637,"N32"
"513",45,"258",0.175992398648649,"N32"
"514",45,"259",0.0483759236453203,"N32"
"515",45,"260",0.0258358662613982,"I1"
"516",45,"263",0.14015606242497,"I1"
"517",45,"264",0,"I1"
"518",45,"265",0.0829899267399269,"I2"
"519",45,"266",0.0113652186020607,"I2"
"520",45,"267",0,"I2"
"521",45,"269",0.0947859907468231,"I3"
"522",45,"270",0.0310613315568139,"I3"
"523",45,"271",0.0492428275658089,"I3"
"524",45,"273",0.0362997658079625,"I3"
"525",45,"274",0.465406162464986,"I4"
"526",45,"275",0.0454545454545455,"I4"
"527",45,"277",0.074370709382151,"I4"
"528",45,"278",0.0822510822510823,"I4"
"529",45,"279",0.193047477183525,"I5"
"530",45,"280",0.0746692365272306,"I5"
"531",45,"283",0.05123719464145,"I5"
"532",45,"284",0,"I6"
"533",45,"285",0.231684068084211,"I6"
"534",45,"286",0.178397105471848,"I6"
"535",45,"288",0.194618725868726,"I6"
"536",45,"289",0.0238095238095238,"I7"
"537",45,"290",0.0778223969013443,"I7"
"538",45,"291",0.0857370175793091,"I7"
"539",45,"292",0.0277342940078789,"I7"
"540",45,"294",0.160622831222041,"I8"
"541",45,"295",0.0546309828279137,"I8"
"542",45,"296",0.134654818865345,"I8"
"543",45,"298",0.000595238095238092,"I9"
"544",45,"300",0.0428571428571428,"I9"
"545",45,"301",0.118478671661902,"I9"
"546",45,"302",0.12187686058405,"I10"
"547",45,"305",0.131829204306168,"I10"
"548",45,"306",0.00281954887218045,"I10"
"549",45,"308",0.0479343491154515,"I11"
"550",45,"309",0.0205479452054795,"I11"
"551",45,"310",0.054481792717087,"I11"
"552",45,"311",0.134796532480481,"I11"
"553",45,"312",0.0492610837438422,"I12"
"554",45,"313",0.0183823529411765,"I12"
"555",45,"314",0.0553502633854863,"I12"
"556",45,"326",0.0635951350237064,"I16"
